Date,  Price  ,  Open  ,  High  ,  Low  ,  Vol  ,Change,direction,mavg
2020-10-09,34825,34380,35437,34380,,-0.01,Decreasing,34657.875
2020-10-08,35047,35214,35325,34880,,0,Decreasing,34727.375
2020-10-07,35103,35270,35492,34936,,0,Decreasing,34762.125
2020-10-06,35214,35270,35548,35047,,0,Decreasing,34831.625
2020-10-05,35214,35325,35381,35103,,0,Decreasing,34894.25
2020-10-02,35325,35492,35604,35159,,0,Decreasing,34998.5
2020-10-01,35437,35548,35715,35270,,0,Decreasing,35116.75
2020-09-30,35548,35325,35604,35103,,0.01,Increasing,35214.125
2020-09-29,35270,35381,35604,35103,,0,Decreasing,35269.75
2020-09-28,35270,35381,35659,35214,,0,Decreasing,35297.625
2020-09-25,35325,35381,35715,35103,,0,Decreasing,35325.375
2020-09-24,35325,35381,35826,35159,,0,Decreasing,35339.25
2020-09-23,35381,35325,35882,35214,,0,Decreasing,35360.125
2020-09-22,35492,35715,35826,35381,,-0.01,Decreasing,35381
2020-09-21,35715,35548,35993,35548,,0,Increasing,35415.75
2020-09-18,35548,35270,35937,35214,,0.01,Increasing,35415.75
2020-09-17,35270,35381,35492,35103,,-0.01,Decreasing,35415.75
2020-09-16,35492,35492,35826,35214,,0,Decreasing,35443.5
2020-09-15,35492,35604,35882,35159,,0,Increasing,35464.375
2020-09-14,35437,35047,35548,34992,,0.01,Increasing,35478.375
2020-09-11,34992,34936,35270,34713,,0,Increasing,35429.75
2020-09-10,34936,35047,35270,34547,,0,Decreasing,35360.25
2020-09-09,34936,34769,34936,34602,,0,Increasing,35262.875
2020-09-08,34880,34658,35325,33990,,0,Decreasing,35179.375
2020-09-07,34936,34713,35437,34380,,0,Decreasing,35137.625
2020-09-04,34936,35159,35325,34769,,-0.01,Decreasing,35068.125
2020-09-03,35159,34992,35159,34380,,0,Increasing,35026.5
2020-09-01,35047,34992,35047,34658,,-0.01,Decreasing,34977.75
2020-08-31,35492,34880,35548,34880,,0.01,Increasing,35040.25
2020-08-28,35047,34825,35826,34825,,0,Increasing,35054.125
2020-08-27,34992,34769,34992,34769,,0,Increasing,35061.125
2020-08-26,34936,34769,35047,34324,,0,Decreasing,35068.125
2020-08-25,34992,34602,35103,34602,,0,Decreasing,35075.125
2020-08-24,35047,35047,35047,34936,,0,Decreasing,35089
2020-08-21,35047,34769,35214,34658,,0,Increasing,35075
2020-08-20,34992,35047,35548,34769,,-0.01,Decreasing,35068.125
2020-08-19,35214,35103,35770,35047,,0,Decreasing,35033.375
2020-08-18,35214,35159,35325,34936,,0,Decreasing,35054.25
2020-08-17,35214,35047,35214,34491,,0,Increasing,35082
2020-08-14,35103,35659,35715,34435,,-0.02,Decreasing,35102.875
2020-08-13,35659,35492,35993,35492,,0,Decreasing,35186.25
2020-08-12,35826,35993,36160,35437,,0,Decreasing,35283.625
2020-08-11,35993,36049,36215,35604,,0,Decreasing,35401.875
2020-08-10,36049,36160,36271,35604,,0,Increasing,35534
2020-08-07,35937,35770,36215,35604,,0,Decreasing,35624.375
2020-08-06,36104,35770,36382,35492,,0,Increasing,35735.625
2020-08-05,36049,35715,36271,35159,,0,Increasing,35840
2020-08-04,35993,35826,36160,35325,,0.01,Increasing,35951.25
2020-08-03,35770,35882,36215,35548,,-0.01,Decreasing,35965.125
2020-07-31,36215,35492,36382,35492,,0.02,Increasing,36013.75
2020-07-30,35659,35381,36104,35381,,0.01,Increasing,35972
2020-07-29,35325,35325,35548,35103,,0,Decreasing,35881.5
2020-07-28,35381,34936,36160,34713,,0.01,Increasing,35812
2020-07-27,34936,34880,35047,34658,,0,Decreasing,35666
2020-07-24,34992,35047,35159,34769,,0,Decreasing,35533.875
2020-07-23,35047,34992,35214,34658,,0,Increasing,35415.625
2020-07-22,34880,34658,34936,34213,,0.01,Increasing,35304.375
2020-07-21,34658,34324,35214,34213,,0.01,Increasing,35109.75
2020-07-20,34380,34268,34491,33935,,0,Decreasing,34949.875
2020-07-17,34435,34547,34547,34213,,0,Decreasing,34838.625
2020-07-16,34547,34825,34825,34380,,-0.01,Decreasing,34734.375
2020-07-15,34825,34658,35548,34658,,0,Increasing,34720.5
2020-07-14,34658,34769,34992,34491,912,-0.01,Decreasing,34678.75
2020-07-13,35047,35325,35604,34880,,-0.01,Decreasing,34678.75
2020-07-10,35381,35882,35882,35159,,-0.01,Decreasing,34741.375
2020-07-09,35882,35882,35937,35548,940.8,0,Increasing,34894.375
2020-07-08,35770,36160,36494,35548,,0,Decreasing,35068.125
2020-07-07,35882,35937,36549,35604,,0,Increasing,35249
2020-07-06,35715,34713,35882,34713,,0.03,Increasing,35395
2020-07-03,34713,34046,34825,33656,,0.02,Increasing,35381
2020-07-02,34046,34046,34157,33656,,0,Decreasing,35304.5
2020-07-01,34102,33990,34769,33601,,0,Decreasing,35186.375
2020-06-30,34213,34435,35159,33712,,-0.01,Decreasing,35040.375
2020-06-29,34602,34713,35492,33823,,0,Decreasing,34880.375
2020-06-26,34713,32989,34992,32989,,0.05,Increasing,34748.25
2020-06-25,33100,32266,33211,31988,,0.02,Increasing,34400.5
2020-06-24,32433,32321,32878,31988,,0,Decreasing,33990.25
2020-06-23,32433,32544,32822,32321,,-0.01,Decreasing,33705.25
2020-06-22,32822,33100,33545,32266,,-0.01,Decreasing,33552.25
2020-06-19,32989,32822,34213,32544,,0.02,Increasing,33413.125
2020-06-18,32433,31709,32544,31598,,0.02,Increasing,33190.625
2020-06-17,31765,30652,31932,30597,,0.01,Increasing,32836
2020-06-16,31487,30764,31598,30764,,0.03,Increasing,32432.75
2020-06-15,30708,30374,30931,30041,,0.01,Increasing,32133.75
2020-06-12,30541,30152,30764,29874,,0.01,Increasing,31897.25
2020-06-11,30319,30319,30374,30096,,0,Decreasing,31633
2020-06-10,30319,30319,30486,29762,,0,Decreasing,31320.125
2020-06-09,30319,30486,30875,29762,,0,Decreasing,30986.375
2020-06-08,30430,30319,30541,30207,,0,Increasing,30736
2020-06-05,30374,30319,30374,30207,,0,Increasing,30562.125
2020-06-04,30319,30041,30764,29651,,0,Increasing,30416.125
2020-06-03,30207,30096,30319,29595,,0,Increasing,30353.5
2020-06-02,30152,30430,30764,29762,,-0.01,Decreasing,30304.875
2020-06-01,30597,29874,30597,29707,,0.02,Increasing,30339.625
2020-05-29,29874,30041,30541,29651,,-0.01,Decreasing,30284
2020-05-28,30207,29929,30541,29317,,0.01,Increasing,30270
2020-05-27,29929,29707,30096,29206,,0.01,Increasing,30207.375
2020-05-26,29707,29707,29985,29206,,0,Increasing,30124
2020-05-25,29651,29707,29985,29039,,0,Decreasing,30040.5
2020-05-22,29651,29762,30207,29150,,0,Decreasing,29971
2020-05-21,29762,29595,29929,28984,,0.01,Increasing,29922.25
2020-05-20,29540,29595,29762,28928,,0,Increasing,29790.125
2020-05-19,29484,29429,29762,28984,,0,Increasing,29741.375
2020-05-18,29373,29262,29595,28705,,0,Increasing,29637.125
2020-05-15,29262,29317,29985,28984,,0,Decreasing,29553.75
2020-05-14,29262,29039,29762,28650,,0,Increasing,29498.125
2020-05-13,29206,29317,29373,28650,,0,Decreasing,29442.5
2020-05-12,29317,30096,30152,29206,,-0.02,Decreasing,29400.75
2020-05-11,30041,28872,30319,28872,,0,Increasing,29435.625
2020-05-08,29985,29540,30041,29484,,0.02,Increasing,29491.25
2020-05-07,29540,29484,29818,28761,,0,Increasing,29498.25
2020-05-06,29484,29206,29874,28650,,0,Increasing,29512.125
2020-05-05,29373,29373,30319,28928,,0,Decreasing,29526
2020-05-04,29373,29762,30597,28984,,-0.01,Decreasing,29539.875
2020-04-29,29595,29484,30152,28817,,0,Increasing,29588.5
2020-04-28,29540,29373,30041,28928,,0.01,Increasing,29616.375
2020-04-27,29373,29484,29818,28761,,0,Decreasing,29532.875
2020-04-24,29484,29206,29762,28650,,0.01,Increasing,29470.25
2020-04-23,29262,29206,29874,28650,,0,Increasing,29435.5
2020-04-22,29206,28984,29206,28483,,0,Decreasing,29400.75
2020-04-21,29206,28928,29373,28650,,0,Decreasing,29379.875
2020-04-20,29317,29317,29484,28483,,0,Decreasing,29372.875
2020-04-17,29317,28984,29484,28872,,0.02,Increasing,29338.125
2020-04-16,28872,28761,28872,28594,818.4,0,Decreasing,29254.625
2020-04-15,28872,28817,28928,28483,803.3,0,Decreasing,29192
2020-04-14,28872,28817,28872,28538,736.1,0,Decreasing,29115.5
2020-04-13,28928,28872,28984,28594,524.2,0,Decreasing,29073.75
2020-04-10,28928,28928,28928,28594,417.1,0,Decreasing,29039
2020-04-09,28928,28984,29484,28817,956.4,0,Decreasing,29004.25
2020-04-08,28928,28761,28928,28483,506,0.01,Increasing,28955.625
2020-04-07,28761,28928,28984,28260,,-0.01,Decreasing,28886.125
2020-04-06,28928,28872,28928,28594,439.9,0,Increasing,28893.125
2020-04-03,28872,28817,28872,28483,676.2,0,Increasing,28893.125
2020-04-01,28817,28872,28928,28761,831.3,0,Decreasing,28886.25
2020-03-31,28872,28705,28928,28705,814,0,Decreasing,28879.25
2020-03-30,28872,28705,28928,28427,430,0,Decreasing,28872.25
2020-03-27,28928,28928,28928,28372,,0,Increasing,28872.25
2020-03-26,28817,28650,28928,28372,406.1,-0.01,Decreasing,28858.375
2020-03-25,28984,28928,29039,28538,568.1,0,Increasing,28886.25
2020-03-24,28928,28650,29206,28594,752.9,0,Decreasing,28886.25
2020-03-23,28928,28093,28928,27481,,0.02,Increasing,28893.25
2020-03-20,28372,28372,28372,27315,,0,Decreasing,28837.625
2020-03-19,28372,28372,28372,27871,,0,Decreasing,28775.125
2020-03-18,28372,28538,28650,27815,834.7,-0.01,Decreasing,28712.625
2020-03-17,28650,28650,28705,28260,550.1,0,Decreasing,28677.875
2020-03-16,28705,29373,29373,28427,729.6,-0.03,Decreasing,28663.875
2020-03-13,29484,29039,29484,28483,642.7,0,Increasing,28726.375
2020-03-12,29373,29484,29484,28705,764.6,0,Decreasing,28782
2020-03-11,29484,29484,29540,28817,,0,Decreasing,28851.5
2020-03-10,29484,28928,29707,28928,,0,Decreasing,28990.5
2020-03-09,29484,29484,30041,28761,,-0.02,Decreasing,29129.5
2020-03-06,30041,29762,30041,29484,,0,Increasing,29338.125
2020-03-05,29985,29929,30319,29595,,0,Increasing,29505
2020-03-04,29929,29874,30263,29484,,0,Increasing,29658
2020-03-03,29874,29651,30096,29651,,0,Increasing,29706.75
2020-03-02,29818,29651,29874,29540,942,0,Increasing,29762.375
2020-02-28,29762,29651,29818,29373,,-0.01,Decreasing,29797.125
2020-02-27,29985,29929,29985,29540,568.9,0,Increasing,29859.75
2020-02-26,29929,29818,29929,29651,676.7,0,Increasing,29915.375
2020-02-25,29874,29762,29874,29484,,0,Increasing,29894.5
2020-02-24,29818,30041,30041,29595,608.6,-0.01,Decreasing,29873.625
2020-02-21,30041,30319,30319,29874,450.1,-0.01,Decreasing,29887.625
2020-02-20,30319,30152,30597,30096,771.1,0.01,Increasing,29943.25
2020-02-19,30096,30096,30096,29484,,0,Increasing,29978
2020-02-18,30041,30207,30263,29540,,-0.01,Decreasing,30012.875
2020-02-17,30207,30041,30207,29595,903.5,0,Increasing,30040.625
2020-02-14,30152,30207,30263,29651,,-0.01,Decreasing,30068.5
2020-02-13,30319,30207,30319,29707,819.5,0,Increasing,30124.125
2020-02-12,30263,30207,30374,29595,865.4,0,Increasing,30179.75
2020-02-11,30152,30152,30597,29484,760.1,0,Increasing,30193.625
2020-02-10,30096,30152,30152,29595,603.2,0,Decreasing,30165.75
2020-02-07,30096,29762,30319,29484,661.1,0.02,Increasing,30165.75
2020-02-06,29484,29762,30486,29373,,-0.02,Decreasing,30096.125
2020-02-05,30041,30597,31264,29874,952.1,-0.02,Decreasing,30075.375
2020-02-04,30597,31042,31320,30207,,-0.02,Decreasing,30131
2020-02-03,31153,30597,31320,30319,,0.02,Increasing,30235.25
2020-01-31,30652,30541,30875,30041,,0,Decreasing,30283.875
2020-01-30,30652,30875,31153,30096,743.6,-0.02,Decreasing,30346.375
2020-01-22,31153,31042,31153,30875,525.6,0,Decreasing,30478.5
2020-01-21,31153,31042,31264,30541,841.4,0,Decreasing,30610.625
2020-01-20,31153,31097,31209,30875,508.2,0,Decreasing,30819.25
2020-01-17,31153,30875,31264,30652,487.5,0,Decreasing,30958.25
2020-01-16,31153,30597,31153,30597,604.9,0.02,Increasing,31027.75
2020-01-15,30597,30597,30875,30319,381.8,-0.01,Decreasing,30958.25
2020-01-14,30819,30430,30931,30430,407.8,0.01,Increasing,30979.125
2020-01-13,30597,30819,31097,30430,615.7,-0.01,Decreasing,30972.25
2020-01-10,31042,30819,31153,30819,420.8,0,Increasing,30958.375
2020-01-09,30931,30875,30931,30041,463.1,0.03,Increasing,30930.625
2020-01-08,30041,30875,31042,29985,792.3,-0.04,Decreasing,30791.625
2020-01-07,31320,30819,31376,30819,559.1,0.01,Increasing,30812.5
2020-01-06,31042,30986,31153,30819,484.9,0,Decreasing,30798.625
2020-01-03,31153,31876,32043,31153,478.1,-0.03,Decreasing,30868.125
2020-01-02,31988,32655,32711,31487,496.9,-0.03,Decreasing,31014.25
2019-12-31,33100,32321,33100,32321,587.4,0.02,Increasing,31327.125
2019-12-30,32544,31709,32544,31709,459.7,0.01,Increasing,31514.875
2019-12-27,32210,31264,32266,31264,420.2,0.02,Increasing,31674.75
2019-12-26,31654,31209,31709,31209,467.6,0.01,Increasing,31876.375
2019-12-25,31431,30875,31431,30875,429.5,0.01,Increasing,31890.25
2019-12-24,31153,30875,31431,30875,379.8,0,Decreasing,31904.125
2019-12-23,31153,30819,31654,30819,498.2,0.01,Increasing,31904.125
2019-12-20,30986,30652,31654,30652,,0,Decreasing,31778.875
2019-12-19,30986,30652,31709,30652,727.6,0,Increasing,31514.625
2019-12-18,30931,30875,31097,30652,589.6,-0.01,Decreasing,31313
2019-12-17,31153,30875,31209,30875,486.3,0,Decreasing,31180.875
2019-12-16,31153,30374,31209,30374,774.2,0.02,Increasing,31118.25
2019-12-13,30597,30875,31153,30597,719.4,-0.02,Decreasing,31014
2019-12-12,31153,30708,31431,30708,854.2,0,Decreasing,31014
2019-12-11,31153,30597,31153,30597,477.1,0.01,Increasing,31014
2019-12-10,30708,31376,31543,30652,423.4,-0.03,Decreasing,30979.25
2019-12-09,31543,31431,31821,31431,529.9,-0.01,Decreasing,31048.875
2019-12-06,31709,31153,31821,31153,,0.01,Increasing,31146.125
2019-12-05,31431,31264,31821,31264,542.3,0,Increasing,31180.875
2019-12-04,31376,30875,31431,30875,712.6,0,Increasing,31208.75
2019-12-03,31264,30986,31264,30875,553.7,0,Increasing,31292.125
2019-12-02,31209,31153,31709,31097,403,-0.01,Decreasing,31299.125
2019-11-29,31598,31654,31709,31487,416,0,Increasing,31354.75
2019-11-28,31543,31932,31932,31376,479.6,0,Increasing,31459.125
2019-11-27,31431,31487,31932,31431,496.8,0,Decreasing,31445.125
2019-11-26,31431,31821,32154,31431,733,-0.01,Decreasing,31410.375
2019-11-25,31821,31709,32266,31654,501.7,0,Increasing,31459.125
2019-11-22,31709,31821,32154,31598,712.9,0,Decreasing,31500.75
2019-11-21,31709,32488,32544,31598,,-0.02,Decreasing,31556.375
2019-11-20,32488,32433,32544,32266,587.9,0,Increasing,31716.25
2019-11-19,32433,32377,32433,32210,482.5,0,Increasing,31820.625
2019-11-18,32377,32544,32600,32266,492.4,-0.01,Decreasing,31924.875
2019-11-15,32544,32655,32822,32321,515.8,0,Decreasing,32064
2019-11-14,32544,31821,32544,31821,611.7,0.02,Increasing,32203.125
2019-11-13,31821,32321,32321,31543,918,-0.02,Decreasing,32203.125
2019-11-12,32321,32377,32377,32099,578.9,0,Decreasing,32279.625
2019-11-11,32321,32600,32600,32099,428,0,Decreasing,32356.125
2019-11-08,32433,32321,32433,32210,533.3,0,Increasing,32349.25
2019-11-07,32321,32711,32822,32043,707.1,-0.01,Decreasing,32335.25
2019-11-06,32655,32544,32766,32488,661.6,0,Increasing,32370
2019-11-05,32544,32933,33045,32433,755,-0.01,Decreasing,32370
2019-11-04,32933,32822,33100,32766,763.9,0,Increasing,32418.625
2019-11-01,32822,33100,33100,32655,,-0.01,Decreasing,32543.75
2019-10-31,33100,32989,33100,32822,,0,Increasing,32641.125
2019-10-30,32989,32878,33378,32711,621.3,0,Increasing,32724.625
2019-10-29,32878,32933,33434,32822,754.1,0,Decreasing,32780.25
2019-10-28,32933,33656,33656,32766,821.4,-0.02,Decreasing,32856.75
2019-10-25,33656,33879,34046,33545,536.9,-0.01,Decreasing,32981.875
2019-10-24,33879,33656,33935,33601,658.6,0.01,Increasing,33148.75
2019-10-23,33656,33656,34046,33378,530.1,0,Decreasing,33239.125
2019-10-22,33656,33490,33879,33434,554.4,0,Increasing,33343.375
2019-10-21,33545,33490,33656,33323,512.2,0,Increasing,33399
2019-10-18,33434,33601,34102,33323,775.9,0,Decreasing,33454.625
2019-10-17,33545,34491,34547,33545,,-0.03,Decreasing,33538
2019-10-16,34491,34547,35159,34157,800.9,0,Decreasing,33732.75
2019-10-15,34547,34602,34602,34380,726.8,0,Increasing,33844.125
2019-10-14,34491,34435,35437,34157,,0,Increasing,33920.625
2019-10-11,34435,34102,34435,33935,627.8,0.01,Increasing,34018
2019-10-10,34102,34658,35047,33990,649.1,-0.02,Decreasing,34073.75
2019-10-09,34658,34825,34936,34435,524.3,0,Decreasing,34212.875
2019-10-08,34825,34769,34936,34491,585.6,0,Increasing,34386.75
2019-10-07,34769,35381,35492,34491,525.5,-0.02,Decreasing,34539.75
2019-10-04,35381,35047,35604,35047,642.5,0,Decreasing,34651
2019-10-03,35437,35047,35492,35047,558.4,0,Increasing,34762.25
2019-10-02,35325,35214,35604,35103,821.2,0,Decreasing,34866.5
2019-10-01,35381,35325,35604,35214,468.5,0,Decreasing,34984.75
2019-09-30,35492,35047,35659,34992,534,0.01,Increasing,35158.5
2019-09-27,35047,34769,35047,34602,433.6,0.01,Increasing,35207.125
2019-09-26,34602,34491,34769,34380,562,0,Increasing,35179.25
2019-09-25,34491,34213,34602,34046,526.9,0.01,Increasing,35144.5
2019-09-24,34213,34268,34435,33935,548.1,0,Decreasing,34998.5
2019-09-23,34268,34380,35047,34268,583.2,0,Decreasing,34852.375
2019-09-20,34268,35325,35325,34268,,-0.03,Decreasing,34720.25
2019-09-19,35159,35325,35381,34547,566.9,0,Decreasing,34692.5
2019-09-18,35325,35715,36160,35047,491.5,-0.01,Decreasing,34671.625
2019-09-17,35604,34380,36160,34157,773.8,0.04,Increasing,34741.25
2019-09-16,34380,34157,34435,34157,738.7,0,Decreasing,34713.5
2019-09-13,34380,34213,34435,33768,587,0,Increasing,34699.625
2019-09-12,34324,34380,34380,34157,512.5,0,Decreasing,34713.5
2019-09-11,34324,34380,34491,34324,634,0,Decreasing,34720.5
2019-09-10,34380,34435,34491,34046,,0.01,Increasing,34734.5
2019-09-09,34102,34547,34602,34102,638.7,-0.01,Decreasing,34602.375
2019-09-06,34547,34213,34602,33823,,0,Increasing,34505.125
2019-09-05,34491,34658,34825,34491,717.5,0,Decreasing,34366
2019-09-04,34658,34547,34769,33935,803.1,0,Increasing,34400.75
2019-09-03,34547,34658,34769,34324,872,0,Decreasing,34421.625
2019-08-30,34658,34435,35604,34435,927.1,0.01,Increasing,34463.375
2019-08-29,34435,34213,34491,33768,,0,Decreasing,34477.25
2019-08-28,34435,34324,34547,33768,,0.02,Increasing,34484.125
2019-08-27,33768,34547,34602,33768,,-0.02,Decreasing,34442.375
2019-08-26,34491,34435,34547,34046,,0,Decreasing,34435.375
2019-08-23,34491,34602,34880,34435,821.2,-0.01,Decreasing,34435.375
2019-08-22,34936,34880,35103,34658,517.2,0,Decreasing,34470.125
2019-08-21,35047,34825,35214,34769,789.6,0,Decreasing,34532.625
2019-08-20,35047,34491,36215,34380,708.2,0.01,Increasing,34581.25
2019-08-19,34547,34268,34658,34268,725.7,0,Increasing,34595.25
2019-08-16,34380,34491,34491,34213,734.9,0,Decreasing,34588.375
2019-08-15,34435,33378,34435,33100,,0.03,Increasing,34671.75
2019-08-14,33490,33267,33768,33211,951.3,0.01,Increasing,34546.625
2019-08-13,33211,33267,33378,32878,,0,Decreasing,34386.625
2019-08-12,33323,33378,33490,33211,694.1,0,Decreasing,34185
2019-08-09,33378,32655,33434,32655,,0.02,Increasing,33976.375
2019-08-08,32766,33100,33267,32600,893.1,-0.01,Decreasing,33691.25
2019-08-07,33156,32655,33211,32488,753.4,0.01,Increasing,33517.375
2019-08-06,32766,32878,33100,32154,876.7,-0.01,Decreasing,33315.625
2019-08-05,33100,33211,33490,33100,774.7,-0.01,Decreasing,33148.75
2019-08-02,33434,32933,33434,32321,,0.02,Increasing,33141.75
2019-08-01,32933,32099,33100,32099,832.6,0.03,Increasing,33107
2019-07-31,32099,32488,32989,32043,889.3,-0.01,Decreasing,32954
2019-07-30,32488,32544,32600,32321,595.9,0,Decreasing,32842.75
2019-07-29,32544,32433,32766,32154,649.4,0,Increasing,32815
2019-07-26,32433,32544,32600,32321,630.9,0,Decreasing,32724.625
2019-07-25,32544,32766,32878,32544,628.7,-0.01,Decreasing,32696.875
2019-07-24,32766,32878,32878,32433,587.3,0.01,Increasing,32655.125
2019-07-23,32433,32043,32433,31988,675.9,0.01,Increasing,32530
2019-07-22,32043,32377,32544,31988,601.3,-0.01,Decreasing,32418.75
2019-07-19,32377,32266,32655,32154,828.8,0.01,Increasing,32453.5
2019-07-18,32154,33656,33656,32154,985.1,-0.03,Decreasing,32411.75
2019-07-17,33100,33601,33601,32989,761.2,-0.01,Decreasing,32481.25
2019-07-16,33601,33490,33656,33267,,0,Increasing,32627.25
2019-07-15,33490,34046,34102,33378,758.4,-0.01,Decreasing,32745.5
2019-07-12,33935,34213,34324,33935,746.9,-0.01,Decreasing,32891.625
2019-07-11,34213,33879,34213,33823,,0.01,Increasing,33114.125
2019-07-10,33823,33490,33935,33434,,0.01,Increasing,33336.625
2019-07-09,33434,33490,33490,32822,912.4,0,Decreasing,33468.75
2019-07-08,33490,33490,33545,33267,,0,Decreasing,33635.75
2019-07-05,33545,33267,33656,32655,,0.01,Increasing,33691.375
2019-07-04,33267,32655,33378,32655,,0.02,Increasing,33649.625
2019-07-03,32655,33490,33490,32544,,-0.02,Decreasing,33545.25
2019-07-02,33490,33768,33879,33378,784.5,-0.01,Decreasing,33489.625
2019-07-01,33768,33211,34213,33211,,0.02,Increasing,33434
2019-06-28,33156,33156,33211,32544,,0,Increasing,33350.625
2019-06-27,33100,33267,33490,32822,942.9,-0.01,Decreasing,33308.875
2019-06-26,33323,32544,33378,32321,968.3,0.02,Increasing,33288
2019-06-25,32544,32210,32933,31765,765.6,0.01,Increasing,33162.875
2019-06-24,32210,31709,32266,31709,802.7,0.02,Increasing,33030.75
2019-06-21,31709,32099,32210,30986,,-0.01,Decreasing,32912.5
2019-06-20,32043,31932,32377,31821,785.9,0,Increasing,32731.625
2019-06-19,31932,31709,32043,31654,672.3,0.01,Increasing,32502.125
2019-06-18,31598,32154,32266,31543,925.5,-0.02,Decreasing,32307.375
2019-06-17,32154,32933,33100,31988,,-0.03,Decreasing,32189.125
2019-06-14,33045,32822,33100,32822,994.6,0.01,Increasing,32154.375
2019-06-13,32822,33100,33434,32711,982.8,-0.02,Decreasing,32189.125
2019-06-12,33323,33656,33823,33323,838.9,-0.01,Decreasing,32328.25
2019-06-11,33656,33768,33935,33601,,0,Decreasing,32571.625
2019-06-10,33768,33879,34213,33156,,0,Decreasing,32787.25
2019-06-07,33768,33601,34046,33545,,0.01,Increasing,33016.75
2019-06-06,33545,33378,33768,32878,,0,Decreasing,33260.125
2019-06-05,33656,33601,33879,33434,837.5,0.01,Increasing,33447.875
2019-06-04,33490,33267,33601,32822,,0,Increasing,33503.5
2019-06-03,33378,33378,33823,33211,,0,Decreasing,33573
2019-05-31,33490,33656,33823,33434,,0,Increasing,33593.875
2019-05-30,33434,32822,33601,32766,,0.02,Increasing,33566.125
2019-05-29,32878,32544,32878,32377,907,0.01,Increasing,33454.875
2019-05-28,32544,32433,32655,32210,830.6,0,Increasing,33301.875
2019-05-27,32433,32377,32600,32377,784.8,0,Increasing,33162.875
2019-05-24,32377,32377,32989,32154,755.7,0,Decreasing,33003
2019-05-23,32377,32099,32433,31932,647,0.01,Increasing,32863.875
2019-05-22,32099,32822,32933,32099,701.3,-0.02,Decreasing,32704
2019-05-21,32822,33211,33211,32822,725.5,-0.01,Decreasing,32620.5
2019-05-20,33045,32600,33211,32600,956.1,0.02,Increasing,32571.875
2019-05-17,32544,32544,32711,32544,778.2,0,Decreasing,32530.125
2019-05-16,32544,32544,32766,32544,997.2,0,Decreasing,32530.125
2019-05-15,32544,32488,32600,32321,766.1,0,Increasing,32544
2019-05-14,32433,32266,32488,32154,709.4,0,Increasing,32551
2019-05-13,32377,32488,32488,32154,759.5,0,Decreasing,32551
2019-05-10,32488,32099,32600,32099,762.6,0.01,Increasing,32599.625
2019-05-09,32099,31876,32266,31821,545.1,0.01,Increasing,32509.25
2019-05-08,31932,31598,31988,31431,685.1,0.01,Increasing,32370.125
2019-05-07,31709,32266,32544,31598,880.2,-0.02,Decreasing,32265.75
2019-05-06,32321,33045,33045,32210,760.8,-0.02,Decreasing,32237.875
2019-05-03,33100,32544,33100,32321,974.4,0.02,Increasing,32307.375
2019-05-02,32544,32933,32933,32210,663.9,-0.01,Decreasing,32321.25
2019-04-26,32878,32266,32989,32266,,0.02,Increasing,32383.875
2019-04-25,32377,32488,32544,31988,558.7,0,Decreasing,32370
2019-04-24,32488,32544,32822,32321,670.9,0.01,Increasing,32418.625
2019-04-23,32321,31932,32544,31821,793.4,0.01,Increasing,32467.25
2019-04-22,31876,31988,32099,31709,721.1,0,Increasing,32488.125
2019-04-19,31821,31431,31821,31431,588.5,0.01,Increasing,32425.625
2019-04-18,31376,31153,31654,30875,788,0,Increasing,32210.125
2019-04-17,31264,31097,31543,30986,729.7,0.01,Increasing,32050.125
2019-04-16,31097,30875,31209,30597,707.3,0,Decreasing,31827.5
2019-04-12,31153,31543,31709,31153,822.6,-0.01,Decreasing,31674.5
2019-04-11,31543,31543,31709,31487,632,0,Increasing,31556.375
2019-04-10,31487,31431,31765,31264,675.7,0,Decreasing,31452.125
2019-04-09,31487,31821,31932,31431,610.4,-0.01,Decreasing,31403.5
2019-04-08,31765,31821,31988,31709,757.2,0,Increasing,31396.5
2019-04-05,31654,31431,31821,31431,545.1,0.01,Increasing,31431.25
2019-04-04,31320,31431,31654,31320,773.6,0,Increasing,31438.25
2019-04-03,31264,30819,31598,30819,755.7,0.01,Increasing,31459.125
2019-04-02,31042,30986,31153,30764,836.2,0.01,Increasing,31445.25
2019-04-01,30875,31153,31487,30708,,-0.01,Decreasing,31361.75
2019-03-29,31042,31320,31709,30931,,-0.01,Decreasing,31306.125
2019-03-28,31264,31654,32043,31264,960.2,-0.01,Decreasing,31278.25
2019-03-27,31598,31709,31932,31487,751.2,0,Increasing,31257.375
2019-03-26,31487,31376,31765,31376,953,0,Increasing,31236.5
2019-03-25,31376,31153,31709,31153,939.6,-0.02,Decreasing,31243.5
2019-03-22,31932,31821,32210,31654,735.2,0.01,Increasing,31327
2019-03-21,31709,32266,32711,31709,887.6,-0.02,Decreasing,31410.375
2019-03-20,32433,32544,32933,32433,780.9,0,Decreasing,31605.125
2019-03-19,32488,32989,33100,32377,744,-0.01,Decreasing,31785.875
2019-03-18,32933,33490,33935,32822,770.4,-0.01,Decreasing,31994.5
2019-03-15,33323,34491,34825,33323,,-0.03,Decreasing,32210.125
2019-03-14,34435,33935,34547,33656,709.4,0.01,Increasing,32578.625
2019-03-13,34046,34769,34936,33935,645.6,-0.02,Decreasing,32912.375
2019-03-12,34769,33490,34769,33490,,0.04,Increasing,33267
