Date,  Price  ,  Open  ,  High  ,  Low  ,  Vol  ,Change,direction,mavg
2023-06-07,14550,13800,14550,13650,53.09,0.07,Increasing,14862.5
2023-06-06,13600,13500,13650,13400,14.49,0.01,Increasing,14700
2023-06-05,13500,14000,14050,13450,25.31,-0.03,Decreasing,14481.25
2023-06-02,13850,14100,14200,13750,24.19,0,Decreasing,14312.5
2023-06-01,13900,13550,13950,13500,30.65,0.03,Increasing,14100
2023-05-31,13500,13500,13800,13400,32.02,0.01,Increasing,13962.5
2023-05-30,13350,13200,13600,13150,28.17,0.02,Increasing,13806.25
2023-05-29,13050,13000,13250,12950,14.15,0.01,Increasing,13662.5
2023-05-26,12950,13200,13250,12750,20.14,-0.02,Decreasing,13462.5
2023-05-25,13200,13250,13350,13150,,0,Decreasing,13412.5
2023-05-24,13250,13350,13650,13250,18.89,0,Increasing,13381.25
2023-05-23,13200,13350,13450,13100,15.47,-0.01,Decreasing,13300
2023-05-22,13350,13400,13550,13250,12.2,0.01,Increasing,13231.25
2023-05-19,13200,13300,13350,13050,12.11,-0.01,Decreasing,13193.75
2023-05-18,13300,13350,13450,13200,,0,Decreasing,13187.5
2023-05-17,13300,13650,13700,13300,12.97,-0.03,Decreasing,13218.75
2023-05-16,13650,13550,13700,13400,10.89,0.01,Increasing,13306.25
2023-05-15,13500,14000,14100,13500,17.13,-0.01,Decreasing,13343.75
2023-05-12,13700,13900,13950,13700,18.55,-0.01,Decreasing,13400
2023-05-11,13800,13450,13950,13450,20.59,0.04,Increasing,13475
2023-05-10,13300,13150,13500,13100,13.98,0.02,Increasing,13468.75
2023-05-09,13000,13000,13250,12950,15.19,0,Increasing,13443.75
2023-05-08,12950,13500,13500,12950,38.22,-0.04,Decreasing,13400
2023-05-05,13550,13500,13550,13150,19.53,0,Decreasing,13431.25
2023-05-04,13550,13850,14000,13500,28.43,-0.05,Decreasing,13418.75
2023-04-28,14300,14400,14600,14150,19.53,0.01,Increasing,13518.75
2023-04-27,14100,13950,14400,13800,23.42,0.01,Increasing,13568.75
2023-04-26,13950,13700,14000,13500,11.14,0.01,Increasing,13587.5
2023-04-25,13750,14300,14350,13700,13.98,-0.02,Decreasing,13643.75
2023-04-24,14050,13700,14150,13200,22.01,0.03,Increasing,13775
2023-04-21,13600,14400,14450,13550,31.62,-0.06,Decreasing,13856.25
2023-04-20,14400,14550,14600,14300,11.35,-0.01,Decreasing,13962.5
2023-04-19,14550,15000,15350,14550,33.91,-0.02,Decreasing,14087.5
2023-04-18,14850,14900,15200,14350,26.45,0,Increasing,14156.25
2023-04-17,14800,14450,14800,14300,16.81,0.04,Increasing,14243.75
2023-04-14,14200,14550,14950,14150,33.87,-0.02,Decreasing,14275
2023-04-13,14500,15050,15050,14300,32.76,-0.04,Decreasing,14368.75
2023-04-12,15050,14800,15150,14500,51.45,0.06,Increasing,14493.75
2023-04-11,14200,13150,14200,12650,63.47,0.07,Increasing,14568.75
2023-04-10,13300,13650,13900,13250,23.84,-0.01,Decreasing,14431.25
2023-04-07,13400,13400,13500,13100,18.84,0.01,Increasing,14287.5
2023-04-06,13250,13250,13700,13050,47.11,0.03,Increasing,14087.5
2023-04-05,12850,12800,13300,12750,30.63,0.01,Increasing,13843.75
2023-04-04,12750,12900,12900,12650,16.61,-0.01,Decreasing,13662.5
2023-04-03,12850,12900,13250,12700,32.85,0.01,Increasing,13456.25
2023-03-31,12700,12950,12950,12650,,-0.01,Decreasing,13162.5
2023-03-30,12800,12750,13150,12600,21.98,0.02,Increasing,12987.5
2023-03-29,12550,12450,12750,12400,10.74,0,Decreasing,12893.75
2023-03-28,12600,12950,13300,12600,30.74,-0.01,Decreasing,12793.75
2023-03-27,12700,12300,12700,12100,24.34,0.07,Increasing,12725
2023-03-24,11900,11200,11900,11100,30.51,0.07,Increasing,12606.25
2023-03-23,11150,11000,11150,10900,,0,Increasing,12406.25
2023-03-22,11100,11250,11250,11050,,0,Increasing,12187.5
2023-03-21,11050,11250,11250,10900,,0,Decreasing,11981.25
2023-03-20,11100,11450,11500,11050,,-0.03,Decreasing,11768.75
2023-03-17,11500,11350,11500,11150,18.24,0.03,Increasing,11637.5
2023-03-16,11150,11100,11350,11050,,-0.02,Decreasing,11456.25
2023-03-15,11350,11000,11350,10900,15.17,0.06,Increasing,11287.5
2023-03-14,10700,11000,11150,10650,10.23,-0.03,Decreasing,11137.5
2023-03-13,11000,10650,11200,10600,14.77,0.03,Increasing,11118.75
2023-03-10,10650,10800,10900,10600,,-0.03,Decreasing,11062.5
2023-03-09,10950,11150,11200,10850,,-0.01,Decreasing,11050
2023-03-08,11050,10750,11150,10550,14.53,0.02,Increasing,11043.75
2023-03-07,10850,11400,11550,10800,15.78,-0.02,Decreasing,10962.5
2023-03-06,11050,11050,11050,11000,13.57,0.07,Increasing,10950
2023-03-03,10350,10600,10600,10150,,0,Decreasing,10825
2023-03-02,10350,10250,10650,10250,,0.01,Increasing,10781.25
2023-03-01,10250,10550,10600,10050,10.14,-0.03,Decreasing,10687.5
2023-02-28,10600,10900,11000,10600,,-0.01,Decreasing,10681.25
2023-02-27,10750,11600,11600,10750,14.18,-0.06,Decreasing,10656.25
2023-02-24,11400,11950,12100,11400,10.37,-0.03,Decreasing,10700
2023-02-23,11800,11800,11900,11200,16.25,-0.02,Decreasing,10818.75
2023-02-22,12000,12300,12550,12000,27.14,-0.07,Decreasing,10937.5
2023-02-21,12850,12950,13300,12750,27.96,0.03,Increasing,11250
2023-02-20,12450,11850,12450,11800,24.43,0.07,Increasing,11512.5
2023-02-17,11650,11600,12250,11200,23.5,0.01,Increasing,11687.5
2023-02-16,11500,11500,11500,11250,13.05,0.03,Increasing,11800
2023-02-15,11150,11150,11850,11150,51.76,-0.07,Decreasing,11850
2023-02-14,11950,11950,12300,11950,10.41,-0.07,Decreasing,11918.75
2023-02-13,12800,12800,13200,12800,19.94,-0.07,Decreasing,12043.75
2023-02-10,13750,14150,14200,13700,10.98,-0.03,Decreasing,12262.5
2023-02-09,14150,14350,14500,14000,,-0.01,Decreasing,12425
2023-02-08,14300,14800,14900,13900,13.71,-0.02,Decreasing,12656.25
2023-02-07,14600,15350,15600,14550,20.04,-0.05,Decreasing,13025
2023-02-06,15400,14900,15750,14600,19.86,0.03,Increasing,13512.5
2023-02-03,14950,14450,14950,14300,20.3,0.05,Increasing,13987.5
2023-02-02,14200,14850,14850,14050,11.46,-0.02,Decreasing,14268.75
2023-02-01,14550,14350,15150,14300,33.62,0.02,Increasing,14487.5
2023-01-31,14200,14300,14400,14050,10.53,0.02,Increasing,14543.75
2023-01-30,13950,13950,14450,13650,14.01,0,Decreasing,14518.75
2023-01-27,13950,14000,14300,13850,11.68,-0.01,Decreasing,14475
2023-01-19,14050,14150,14200,13950,12.47,-0.01,Decreasing,14406.25
2023-01-18,14150,14100,14250,14000,11.19,0.01,Increasing,14250
2023-01-17,14000,13900,14100,13700,10.05,0.03,Increasing,14131.25
2023-01-16,13650,14300,14350,13650,16.75,-0.05,Decreasing,14062.5
2023-01-13,14300,15200,15200,14250,14.47,-0.04,Decreasing,14031.25
2023-01-12,14950,15200,15700,14700,14.84,0,Increasing,14125
2023-01-11,14900,14100,14900,14050,27.73,0.07,Increasing,14243.75
2023-01-10,13950,14050,14150,13800,,0.01,Increasing,14243.75
2023-01-09,13850,13900,14250,13700,,0.02,Increasing,14218.75
2023-01-06,13600,13700,14400,13600,16.07,-0.01,Decreasing,14150
2023-01-05,13700,14000,14250,13500,13.92,-0.02,Decreasing,14112.5
2023-01-04,14000,14650,14700,14000,15.52,-0.04,Decreasing,14156.25
2023-01-03,14650,14000,14700,13850,12.2,0.05,Increasing,14200
2022-12-30,14000,14800,14900,14000,10.59,-0.04,Decreasing,14081.25
2022-12-29,14650,14050,15350,14050,21.57,0.02,Increasing,14050
2022-12-28,14350,14500,14600,13800,13.46,0,Decreasing,14100
2022-12-27,14400,13200,14400,13100,27.21,0.02,Increasing,14168.75
2022-12-26,14050,15200,15200,14050,12.06,-0.07,Decreasing,14225
2022-12-23,15100,15500,15900,15100,11.37,-0.03,Decreasing,14400
2022-12-22,15500,15200,15700,14200,29.79,0.02,Increasing,14587.5
2022-12-21,15200,16200,16600,15200,34.31,-0.07,Decreasing,14656.25
2022-12-20,16300,17250,17600,16300,36.93,-0.07,Decreasing,14943.75
2022-12-19,17500,18200,18900,17500,23.84,-0.04,Decreasing,15300
2022-12-16,18200,17300,18200,17300,20.39,0.02,Increasing,15781.25
2022-12-15,17900,18250,18600,17700,21.35,-0.03,Decreasing,16218.75
2022-12-14,18500,18700,19000,18200,19.28,0.02,Increasing,16775
2022-12-13,18200,19000,19000,17050,55.17,0.02,Increasing,17162.5
2022-12-12,17800,17800,17800,17800,,0.07,Increasing,17450
2022-12-09,16650,16650,17700,16650,56.12,-0.07,Decreasing,17631.25
2022-12-08,17900,17900,18900,17900,67.93,-0.07,Decreasing,17831.25
2022-12-07,19200,19200,19400,19200,23.23,-0.07,Decreasing,18043.75
2022-12-06,20600,21100,21200,20600,52.31,-0.07,Decreasing,18343.75
2022-12-05,22150,24000,24700,22150,60.54,-0.07,Decreasing,18875
2022-12-02,23800,23350,24050,22300,46.46,0.02,Increasing,19537.5
2022-12-01,23350,24900,24950,22000,74.95,0,Decreasing,20181.25
2022-11-30,23350,23350,23350,23000,23.24,0.07,Increasing,20875
2022-11-29,21850,21400,21850,21000,21.57,0.07,Increasing,21525
2022-11-28,20450,19050,21200,19050,104.2,0,Decreasing,21843.75
2022-11-25,20450,20450,20450,20450,,-0.07,Decreasing,22000
2022-11-24,21950,21950,21950,21950,,-0.07,Decreasing,22168.75
2022-11-23,23600,23600,25000,23600,29.72,-0.07,Decreasing,22350
2022-11-22,25350,25350,28300,25350,128.5,-0.07,Decreasing,22543.75
2022-11-21,27250,27250,27250,27250,630.9,-0.07,Decreasing,23031.25
2022-11-18,29250,29250,29250,29250,,-0.07,Decreasing,23768.75
2022-11-17,31400,31400,31400,31400,390.7,-0.07,Decreasing,24962.5
2022-11-16,33750,33750,33750,33750,176.4,-0.07,Decreasing,26625
2022-11-15,36250,36250,36250,36250,219.8,-0.07,Decreasing,28600
2022-11-14,38950,38950,38950,38950,29.3,-0.07,Decreasing,30725
2022-11-11,41850,41850,41850,41850,677.4,-0.07,Decreasing,33006.25
2022-11-10,44950,44950,44950,44950,331.6,-0.07,Decreasing,35456.25
2022-11-09,48300,48300,48300,48300,535.6,-0.07,Decreasing,38087.5
2022-11-08,51900,51900,51900,51900,349.4,-0.07,Decreasing,40918.75
2022-11-07,55800,55800,55800,55800,393.3,-0.07,Decreasing,43968.75
2022-11-04,59900,59900,59900,59900,337.7,-0.07,Decreasing,47237.5
2022-11-03,64400,68200,68200,64400,738.5,-0.07,Decreasing,50756.25
2022-11-02,69200,70000,70000,66000,,-0.01,Decreasing,54537.5
2022-11-01,70000,70900,71400,65600,,0,Decreasing,58056.25
2022-10-31,70000,71200,71900,67500,,-0.03,Decreasing,61187.5
2022-10-28,72500,73500,74000,72000,,-0.02,Decreasing,64212.5
2022-10-27,73900,74900,74900,73100,,-0.01,Decreasing,66962.5
2022-10-26,74500,75000,75300,73000,,-0.01,Decreasing,69300
2022-10-25,75000,74200,75000,70500,,0.01,Increasing,71187.5
2022-10-24,74400,73800,75000,72900,,-0.01,Decreasing,72437.5
2022-10-21,75000,75000,75000,73000,,0,Decreasing,73162.5
2022-10-20,75100,74200,75100,74000,,0,Increasing,73800
2022-10-19,75000,75000,75000,74000,912.9,0,Decreasing,74425
2022-10-18,75100,75000,75100,74000,,0,Increasing,74750
2022-10-17,75000,76000,76000,73000,,-0.01,Decreasing,74887.5
2022-10-14,76000,75000,76000,74000,,0.01,Increasing,75075
2022-10-13,75500,75000,75900,72800,,-0.01,Decreasing,75137.5
2022-10-12,76000,74000,78000,74000,,0.01,Increasing,75337.5
2022-10-11,75000,75800,75800,71100,,-0.02,Decreasing,75337.5
2022-10-10,76400,75400,78000,74900,,-0.03,Decreasing,75500
2022-10-07,79000,80100,80200,77400,,-0.02,Decreasing,76000
2022-10-06,80200,82000,82900,80100,,-0.02,Decreasing,76637.5
2022-10-05,82000,82000,82600,81300,,0,Decreasing,77512.5
2022-10-04,82000,82300,82900,81000,,0,Decreasing,78262.5
2022-10-03,82000,84000,85000,81000,,-0.03,Decreasing,79075
2022-09-30,84900,84900,85500,83900,,0,Increasing,80187.5
2022-09-29,84800,85000,85400,83900,,0.01,Increasing,81412.5
2022-09-28,84200,84500,84800,83000,,0,Decreasing,82387.5
2022-09-27,84500,84600,84900,84000,,0,Decreasing,83075
2022-09-26,84500,84500,84500,83800,,0,Decreasing,83612.5
2022-09-23,84500,84600,85200,83800,,0,Decreasing,83925
2022-09-22,84600,84000,84600,83200,,0,Decreasing,84250
2022-09-21,84600,84700,84700,84000,,0,Decreasing,84575
2022-09-20,84600,85000,85000,84000,,0,Decreasing,84537.5
2022-09-19,85000,86700,86800,84800,,-0.02,Decreasing,84562.5
2022-09-16,86400,85500,86400,84100,,0.01,Increasing,84837.5
2022-09-15,85300,83500,85500,83500,,0.02,Increasing,84937.5
2022-09-14,83500,83000,83900,82000,,0,Decreasing,84812.5
2022-09-13,83500,84000,84000,82900,,0,Decreasing,84687.5
2022-09-12,83900,84900,84900,83700,,-0.01,Decreasing,84600
2022-09-09,84700,85200,85300,83600,,0,Decreasing,84612.5
2022-09-08,85000,83800,86100,83000,,0.01,Increasing,84662.5
2022-09-07,83800,82500,83900,81700,,0.02,Increasing,84512.5
2022-09-06,82100,81000,82400,80800,,0.01,Increasing,83975
2022-09-05,81500,81100,82400,80800,,0,Decreasing,83500
2022-08-31,81900,82300,82900,81200,,0,Decreasing,83300
2022-08-30,82200,82100,82700,81000,,0,Increasing,83137.5
2022-08-29,82100,82100,82900,81500,,-0.01,Decreasing,82912.5
2022-08-26,83300,83800,84800,82700,,0,Decreasing,82737.5
2022-08-25,83600,83400,84900,82900,,0.01,Increasing,82562.5
2022-08-24,82900,82700,82900,81800,,0.01,Increasing,82450
2022-08-23,82000,80600,82500,80500,,0,Increasing,82437.5
2022-08-22,81800,82000,82800,80500,,-0.01,Decreasing,82475
2022-08-19,82300,83100,84000,82300,,-0.01,Decreasing,82525
2022-08-18,83100,84700,85400,83000,,-0.02,Decreasing,82637.5
2022-08-17,84400,83000,84900,82600,,0.02,Increasing,82925
2022-08-16,83000,81500,83000,80600,,0.01,Increasing,82887.5
2022-08-15,81800,82000,82000,79000,,0,Increasing,82662.5
2022-08-12,81500,81100,82000,78700,,0,Increasing,82487.5
2022-08-11,81300,84000,84200,81100,,-0.02,Decreasing,82400
2022-08-10,83200,83300,84000,82300,,0,Decreasing,82575
2022-08-09,83300,82000,83600,81000,,0.02,Increasing,82700
2022-08-08,81800,78100,82000,78100,,0.01,Increasing,82537.5
2022-08-05,80900,78500,82400,78400,,0.03,Increasing,82100
2022-08-04,78500,76300,78500,76000,,0.03,Increasing,81537.5
2022-08-03,76200,75000,76400,75000,,0.01,Increasing,80837.5
2022-08-02,75700,74700,75700,74000,,0.01,Increasing,80112.5
2022-08-01,74700,74000,74700,74000,,0,Increasing,79287.5
2022-07-29,74500,74000,74500,73500,,0.01,Increasing,78200
2022-07-28,74000,73900,74000,73500,,0,Increasing,77037.5
2022-07-27,73700,74400,74500,73300,,0,Decreasing,76025
2022-07-26,73900,73200,73900,73200,,0,Increasing,75150
2022-07-25,73700,73300,74300,73300,,0,Decreasing,74550
2022-07-22,73900,74500,74500,73400,,0,Decreasing,74262.5
2022-07-21,74200,74400,74700,73400,,0,Increasing,74075
2022-07-20,73900,73800,74000,73100,918,0,Increasing,73975
2022-07-19,73600,74000,74700,73200,,0,Decreasing,73862.5
2022-07-18,73600,73800,73800,73100,,0,Decreasing,73812.5
2022-07-15,73600,74000,74000,72800,,0,Decreasing,73800
2022-07-14,73700,73600,73700,73000,,0,Increasing,73775
2022-07-13,73600,73200,73900,72900,900.5,0,Increasing,73762.5
2022-07-12,73400,73300,73700,72900,917.3,0,Decreasing,73700
2022-07-11,73400,73800,73800,73200,957.7,-0.01,Decreasing,73600
2022-07-08,73800,74000,74900,73200,,0,Decreasing,73587.5
2022-07-07,74000,73200,74000,73100,,0.01,Increasing,73637.5
2022-07-06,73400,74000,74000,73100,967.4,0,Decreasing,73612.5
2022-07-05,73500,74100,74800,73100,,-0.01,Decreasing,73600
2022-07-04,74000,74500,75000,73400,,-0.01,Decreasing,73637.5
2022-07-01,74400,74900,74900,73800,,0,Decreasing,73737.5
2022-06-30,74500,76000,76000,74400,,-0.01,Decreasing,73875
2022-06-29,75100,75300,76100,74700,,0,Decreasing,74087.5
2022-06-28,75100,77500,77500,74600,,-0.05,Decreasing,74250
2022-06-27,78800,74500,78800,73000,,0.06,Increasing,74850
2022-06-24,74000,72000,75800,72000,,-0.01,Decreasing,74925
2022-06-23,74900,75000,75300,74500,,-0.01,Decreasing,75100
2022-06-22,75500,76000,76100,74900,,0,Decreasing,75287.5
2022-06-21,75500,76000,76300,75200,,0,Decreasing,75425
2022-06-20,75500,76900,76900,75200,,0,Decreasing,75550
2022-06-17,75700,77300,78300,75700,,-0.02,Decreasing,75625
2022-06-16,77500,77000,78300,76400,,0.01,Increasing,75925
2022-06-15,76400,76800,77000,75600,,0,Decreasing,75625
2022-06-14,76600,76100,77000,76000,,0.01,Increasing,75950
2022-06-13,76000,77000,77000,75900,,-0.01,Decreasing,76087.5
2022-06-10,77000,76900,77500,76300,,0.01,Increasing,76275
2022-06-09,76500,76800,77300,76200,,0,Increasing,76400
2022-06-08,76400,76900,77400,76000,,0.01,Increasing,76512.5
2022-06-07,76000,76000,76500,75200,,0,Decreasing,76550
2022-06-06,76300,76100,77100,75500,,-0.02,Decreasing,76400
2022-06-03,77500,79000,79300,76000,,-0.02,Decreasing,76537.5
2022-06-02,78900,78100,79900,78100,,0.01,Increasing,76825
2022-06-01,78000,78000,78300,77400,,0,Decreasing,77075
2022-05-31,78000,78000,78500,77700,,-0.01,Decreasing,77200
2022-05-30,78700,78500,78700,77100,,0,Increasing,77475
2022-05-27,78400,78000,79500,77300,,0.01,Increasing,77725
2022-05-26,78000,78500,80000,77100,,-0.01,Decreasing,77975
2022-05-25,78900,78000,78900,76900,,0.02,Increasing,78300
2022-05-24,77200,76400,77200,75100,,0.01,Increasing,78262.5
2022-05-23,76400,77500,77600,76000,,-0.02,Decreasing,77950
2022-05-20,77800,77900,78500,77100,,0,Decreasing,77925
2022-05-19,78000,76900,78300,75000,,0,Decreasing,77925
2022-05-18,78300,78300,78300,75000,,0,Decreasing,77875
2022-05-17,78300,75000,78300,74100,,0.04,Increasing,77862.5
2022-05-16,75000,75100,75300,73600,,0,Decreasing,77487.5
2022-05-13,75000,75000,77300,72500,,0,Decreasing,77000
2022-05-12,75300,79500,80000,74700,,-0.04,Decreasing,76762.5
2022-05-11,78700,80100,80700,78100,,0,Decreasing,77050
2022-05-10,79000,77000,79000,76600,,0.01,Increasing,77200
2022-05-09,78500,80400,80500,78200,,-0.03,Decreasing,77262.5
2022-05-06,80800,81000,81000,79800,,0,Decreasing,77575
2022-05-05,81200,81000,81700,80100,,0.01,Increasing,77937.5
2022-05-04,80500,82000,82300,80000,,-0.02,Decreasing,78625
2022-04-29,82000,81900,82800,80800,,0,Increasing,79500
2022-04-28,81700,81300,82000,80600,,0,Increasing,80300
2022-04-27,81300,81000,81300,79900,,0,Increasing,80625
2022-04-26,81000,80100,82000,79200,,0.01,Increasing,80875
2022-04-25,80100,82200,82200,79000,,-0.01,Decreasing,81075
2022-04-22,81000,80500,81200,80100,,0.01,Increasing,81100
2022-04-21,80100,81000,81100,79600,,-0.02,Decreasing,80962.5
2022-04-20,81400,82300,82500,80600,,-0.01,Decreasing,81075
2022-04-19,82000,82500,82800,81600,,0,Decreasing,81075
2022-04-18,82200,83000,83500,81700,,-0.02,Decreasing,81137.5
2022-04-15,84100,84200,85100,84100,,-0.01,Decreasing,81487.5
2022-04-14,85000,86500,87800,84000,,-0.02,Decreasing,81987.5
2022-04-13,86500,85700,87800,84400,,0.02,Increasing,82787.5
2022-04-12,85000,85500,86400,84700,,0,Decreasing,83287.5
2022-04-08,85400,83800,86400,83700,,0.01,Increasing,83950
2022-04-07,84600,85700,86000,84200,,-0.02,Decreasing,84350
2022-04-06,86300,88200,88300,84800,,-0.02,Decreasing,84887.5
2022-04-05,87700,85800,88000,84600,,0.01,Increasing,85575
2022-04-04,86500,82800,87600,82600,,0.05,Increasing,85875
2022-04-01,82600,80100,82600,78700,,0.03,Increasing,85575
2022-03-31,80100,80000,81000,79900,,0,Increasing,84775
2022-03-30,80000,82400,82500,79800,,-0.03,Decreasing,84150
2022-03-29,82500,82500,83300,82100,,0,Decreasing,83787.5
2022-03-28,82500,83500,83500,82200,,-0.01,Decreasing,83525
2022-03-25,83600,82800,85300,82800,,0.01,Increasing,83187.5
2022-03-24,82800,84000,84500,82400,,-0.01,Decreasing,82575
2022-03-23,83800,85500,85700,83300,,0,Decreasing,82237.5
2022-03-22,84100,85000,86700,83500,,0.02,Increasing,82425
2022-03-21,82400,77300,82400,76600,,0.07,Increasing,82712.5
2022-03-18,77100,76800,77100,75200,,0.01,Increasing,82350
2022-03-17,76600,77400,78500,76500,,-0.01,Decreasing,81612.5
2022-03-16,77400,76900,78400,76200,,0.01,Increasing,80975
2022-03-15,76600,75800,77200,75500,,0,Increasing,80100
2022-03-14,76500,76700,77400,75400,,-0.01,Decreasing,79312.5
2022-03-11,77200,78000,78400,76500,,0,Increasing,78487.5
2022-03-10,77000,77000,79500,76400,,0.01,Increasing,77600
2022-03-09,76500,76400,76800,75500,,0.01,Increasing,76862.5
2022-03-08,76000,75600,76400,75100,,0,Decreasing,76725
2022-03-07,76000,76500,76900,75500,,-0.01,Decreasing,76650
2022-03-04,77000,78900,79000,77000,,-0.01,Decreasing,76600
2022-03-03,78000,76700,78000,76200,,0.02,Increasing,76775
2022-03-02,76400,75300,77800,75200,,0.01,Increasing,76762.5
2022-03-01,75400,75300,76000,74800,,0,Increasing,76537.5
2022-02-28,75300,76500,76600,75000,,-0.01,Decreasing,76325
2022-02-25,76300,76500,76500,74400,,0,Increasing,76300
2022-02-24,76000,77400,77400,75800,,-0.02,Decreasing,76300
2022-02-23,77400,78000,78100,77400,,-0.01,Decreasing,76475
2022-02-22,78100,77500,78500,77400,,-0.01,Decreasing,76612.5
2022-02-21,78500,78500,78600,78000,,0,Decreasing,76675
2022-02-18,78500,78200,78800,77600,,-0.01,Decreasing,76937.5
2022-02-17,79000,78200,79000,77300,,0.01,Increasing,77387.5
2022-02-16,78100,79900,79900,77800,,-0.01,Decreasing,77737.5
2022-02-15,79000,78000,79600,77500,,0.01,Increasing,78075
2022-02-14,78000,78000,78400,76700,,0,Decreasing,78325
2022-02-11,78100,78500,78500,77700,,-0.01,Decreasing,78412.5
2022-02-10,78500,79100,79100,78000,,-0.01,Decreasing,78462.5
2022-02-09,79000,79700,79800,78300,,0,Decreasing,78525
2022-02-08,79200,80000,80000,79100,,-0.01,Decreasing,78612.5
2022-02-07,80000,79500,82000,79500,,0,Increasing,78737.5
2022-01-28,79900,79500,79900,78600,,0.01,Increasing,78962.5
2022-01-27,79000,79200,80000,78500,,-0.01,Decreasing,78962.5
2022-01-26,79400,79700,79700,78300,,0.01,Increasing,79137.5
2022-01-25,79000,78200,79800,77800,,0.01,Increasing,79250
2022-01-24,78100,78500,80000,78100,,-0.02,Decreasing,79200
2022-01-21,80000,80200,80200,78600,,0,Decreasing,79325
2022-01-20,80200,79500,80200,78300,,0,Increasing,79450
2022-01-19,80000,79500,80000,78100,,0,Decreasing,79450
2022-01-18,80100,80000,80100,79100,,0,Increasing,79475
